index original,text H-ID,witness H-ID,document H-ID,ToCheck,Shelfmark,TRI,textAuthor-freetext,workTitle-freetext,textTitle-freetext,Form,siglum,witness_label,status,Settlement,repository,collection,idno,volume,range_pages,range_views,Digitisation,note,Scripta,Scripta_freetext,Scripta_source,Century,Date,date-freetext,Date-source,jonas_id,arlima_id,Remarques,arlima_ident,arlima_page,arlima_subentry,arlima_ms_reference
1962,,,45191,TRUE,"Cologny (Genève), Fondation Martin Bodmer, 147",suite du Merlin,,,suite du Roman du Merlin,prose,,,,Cologny (Genève),Fondation Martin Bodmer,,147,,161r - 198v,161r - 198v,https://www.e-codices.unifr.ch/fr/list/one/cb/0147,,,,,,1276-1305,4eq. 13es. (DEAF);  vers 1300 (Jonas),DEAF,http://jonas.irht.cnrs.fr/manuscrit/17543,https://arlima.net/no/2493,,,,324,Suite du roman de Merlin
1963,,,45253,FALSE,"Darmstadt, Universitäts- und Landesbibliothek, 2534",suite du Merlin,,,suite du Roman du Merlin,,,,,Darmstadt,Universitäts- und Landesbibliothek,,2534,,,,https://iiifserv.ulb.tu-darmstadt.de/iiif/Hs-2534.json,,,,,,1301-1320,Début du 14e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/17646,,,,,,
1964,,,45559,FALSE,"London, British Library, Additional 10292-10294",suite du Merlin,,,suite du Roman du Merlin,,,,,London,British Library,Additional,10292-10293-10294,,,,,,,,,,1315-1325,1315-1325,Jonas,http://jonas.irht.cnrs.fr/manuscrit/29651,,,,,,
1965,,,45377,FALSE,"Namur, Archives de l'Etat, Arch. eccl. 1664",suite du Merlin,,,suite du Roman du Merlin,prose,,,fragment,Namur,Archives de l'État,Arch. Eccl.,1664,,f. 2 et 3,,NON NUMÉRISÉ,,,,,,1251-1300,Deuxième moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/82151,,,,,324,Suite du roman de Merlin
1966,,,45713,FALSE,"New Haven, Yale University Library, 227 (Phillipps 1045)",suite du Merlin,,,suite du Roman du Merlin,,,,,New Haven,Yale University Library,,227 (Phillipps 1045),,,,,,,,,,1357,1357,Jonas,http://jonas.irht.cnrs.fr/manuscrit/38469,,,,,,
1970,,,45686,TRUE,"Paris, Bibliothèque nationale de France, Arsenal 3482",suite du Merlin,,,suite du Roman du Merlin,prose,,,,Paris,Bibliothèque nationale de France,Arsenal,3482,,???,,https://gallica.bnf.fr/ark:/12148/btv1b55000503x,,,,,,1301-1400,XIVe siècle,Arlima,,https://arlima.net/no/4163,,,,324,La suite du roman de Merlin
1971,,,45946,TRUE,"Paris, Bibliothèque nationale de France, français 16999",suite du Merlin,,,suite du Roman du Merlin,prose,,,,Paris,Bibliothèque nationale de France,français,16999,,62-344,,https://gallica.bnf.fr/ark:/12148/btv1b6000418r,,,,,,1331-1340,"années 1330 (Chase, 2015)",Jonas,http://jonas.irht.cnrs.fr/manuscrit/78639,,,,,324,La suite du roman de Merlin
1973,,,45729,FALSE,"Paris, Bibliothèque nationale de France, français 24394",suite du Merlin,,,suite du Roman du Merlin,prose,,,,Paris,Bibliothèque nationale de France,français,24394,,141v - 287v,295-???,https://gallica.bnf.fr/ark:/12148/btv1b9009473c,,,Saint-Omer ou Thérouanne,Jonas,,1285,1285,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45915,https://arlima.net/no/5268,Pas numérisé jusqu'à la fin,,,324,Suite du roman de Merlin
1974,,,45810,FALSE,"Paris, Bibliothèque nationale de France, français 9123",suite du Merlin,,,suite du Roman du Merlin,prose,,,,Paris,Bibliothèque nationale de France,français,9123,,131v-302v,133-305,https://gallica.bnf.fr/ark:/12148/btv1b9060848j,,,,,,1315-1335,1315-1335,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75080,https://arlima.net/no/6092,,,,324,Suite du roman de Merlin
1975,,,,FALSE,"Torino, Biblioteca nazionale universitaria, L. III. 12 (1654)",suite du Merlin,,,suite du Roman du Merlin,,,,,Torino,Biblioteca nazionale universitaria,,L. III. 12 (1654),,,,,,,,,,1296-1305,vers 1300,Jonas,https://jonas.irht.cnrs.fr/manuscrit/79619,,,,,,
1976,,,45416,FALSE,"Tours, Bibliothèque municipale, 951",suite du Merlin,,,suite du Roman du Merlin,prose,prose,prose,,Tours,Bibliothèque municipale,,951,,223r-441v,41-92,https://bvmm.irht.cnrs.fr/consult/consult.php?reproductionId=4911,Numérisation très partielle,,"Acre, Chypre ou Naples",Jonas,,1290,vers 1290,Jonas,http://jonas.irht.cnrs.fr/manuscrit/60325,https://arlima.net/no/7205,Localisation d'après bibliographie,,,324,Suite du roman de Merlin
1977,,,47259,FALSE,"Versailles, Bibliothèque municipale, Lebaudy, non coté",suite du Merlin,,,suite du Roman du Merlin,prose,,,,Versailles,Bibliothèque municipale,Lebaudy,non coté,,0-241?,,NON NUMÉRISÉ,,,Metz-Verdun,Jonas,,1291-1300,1290-1300,Jonas,http://jonas.irht.cnrs.fr/manuscrit/69158,,,,,324,Suite du roman de Merlin
,,,,,"BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 13 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 8 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 12 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 15a BOLOGNA, Archivio Generale Arcivescovile, fonds principal Queste del saint Graal, cote à préciser Imola, Biblioteca Comunale, fonds principal Fragment sans cote (Graal) BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 1 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 2 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 14 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 16a BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 16b BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 17a BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 17b BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 18 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 5 ",suite du Merlin,,,suite post-vulgate du Roman du Merlin,,,,fragment,Bologna,Archivio di Stato,,,,,,,,,,,,1301-1350,"1ère moitié du 14e s. (Longobardi, 2001)",Jonas,http://jonas.irht.cnrs.fr/manuscrit/80408,,,,,,
,,,45267,FALSE,"Cambridge, University Library, Additional 7071",suite du Merlin,,,suite post-vulgate du Roman du Merlin,,,,,Cambridge,University Library,Additional,7071,,,,NON NUMÉRISÉ,,,,,,1301-1320,Début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/13310,https://arlima.net/no/3565,,,,,
1747,,,45553,FALSE,"London, British Library, Additional 38117",suite du Merlin,,,suite post-vulgate du Roman du Merlin,prose,,,,London,British Library,Additional,38117,,,,https://bl.digirati.io/iiif/ark:/81055/vdc_100057739610.0x000001,,,,Paris; Nord-Est de la France (Legge et Vinaver),Arlima,1281-1320,"fin 13e-début 14e s. (vers 1300 ?, Stones 2013)",Jonas,https://jonas.irht.cnrs.fr/manuscrit/73205,https://arlima.net/no/2334,,,,,
1748,,,45581,FALSE,"London, British Library, Harley 6340",suite du Merlin,,,suite vulgate du Roman du Merlin,prose,,,,London,British Library,Harley,6340,,,,,,,,,,1451-1500,2e moitié du 15e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/79615,,,,,,
1968,,,45133,FALSE,"New York, Morgan Library and Museum, M.207-208",suite du Merlin,,,suite vulgate du Roman du Merlin,prose,,,,New York,Morgan Library and Museum,,M.207-208,,,,,,,,,,1446-1455,vers 1450,Jonas,,,,,,,
1969,,,45352,TRUE,"Oxford, Bodleian Library, Douce 178",suite du Merlin,,,suite vulgate du Roman du Merlin,prose,,,,Oxford,Bodleian Library,Douce,178,,181v - 417,,https://digital.bodleian.ox.ac.uk/objects/d94075ee-c3d3-4f88-bb72-33c2f9fd5c4a/,,,Italie (Bologne),,,1271-1285,1270-1285,Jonas,http://jonas.irht.cnrs.fr/manuscrit/40257,,,,,,
1972,,,45939,FALSE,"Paris, Bibliothèque nationale de France, français 19162",suite du Roman du Merlin,,,suite du Roman du Merlin,prose,,,,Paris,Bibliothèque nationale de France,français,19162,,188-372v,385-754,https://gallica.bnf.fr/ark:/12148/btv1b52505676x,,,Saint-Omer ou Thérouanne,Jonas,,1285,1285,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45868,https://arlima.net/no/4271,,,,324,La suite du roman de Merlin
1978,771,,46118,FALSE,"Oxford, Corpus Christi College Library, 135",Syracon,,,Syracon,verse,,,fragment,Oxford,Corpus Christi College Library,,135,,1r-4v,,NON NUMÉRISÉ,Fragments.,,,,,1201-1220,Début du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74738,,,,,5349,Syracon
1788,48537,,46125,FALSE,"Angers, Bibliothèque municipale, 26 (22)",Thebes,,,roman de Thebes,verse,D,D,fragment,Angers,Bibliothèque municipale,,26 (22),,Garde début 1 - 1,,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/9034/manifest,Double feuillet détaché d'une reliure. Fragment de 221 vers.,,Ouest ou Sud-Ouest,Jonas,,1181-1220,Fin du XIIe ou début du XIIIe siècle,Arlima,http://jonas.irht.cnrs.fr/manuscrit/1829,https://arlima.net/no/2381,Numérisation du décor,,,142,Le roman de Thebes
1789,48537,,45185,FALSE,"Cologny (Genève), Fondation Martin Bodmer, 18",Thebes,,,roman de Thebes,verse,P,P,,Cologny (Genève),Fondation Martin Bodmer,,18,,185rb-268rb,,https://www.e-codices.ch/en/list/one/fmb/cb-0018,,,,,,1281-1300,fin XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/17492,https://arlima.net/no/2382,,,,142,Roman de Thebes
1790,48537,,45546,FALSE,"London, British Library, Additional 34114",Thebes,,,roman de Thebes,verse,S,S,,London,British Library,Additional,34114,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_34114,,,,,,1396-1405,"fin du XIVe siècle (Jonas), vers 1400 (Arlima)",Arlima,http://jonas.irht.cnrs.fr/manuscrit/30085,https://arlima.net/no/2383,,,,,
1791,48537,,45925,FALSE,"Paris, Bibliothèque nationale de France, français 375",Thebes,,,roman de Thebes,verse,A,A,,Paris,Bibliothèque nationale de France,français,375,,36r - 67v,83-146,https://gallica.bnf.fr/ark:/12148/btv1b10510319x,,,région d’Arras,Jonas,,1288,"Achevé le 2 février 1288, mais Jonas dit 1289-1317",,http://jonas.irht.cnrs.fr/manuscrit/45527,https://arlima.net/no/527,,,,142,Le roman de Thebes
1792,48537,,45963,FALSE,"Paris, Bibliothèque nationale de France, français 60",Thebes,,,roman de Thebes,verse,B,B,,Paris,Bibliothèque nationale de France,français,60,,1ra-41rc,11-91,https://gallica.bnf.fr/ark:/12148/btv1b10023009b,,,,,,1313-1349,1313-1349,Arlima,http://jonas.irht.cnrs.fr/manuscrit/45497,https://arlima.net/no/2384,,,,142,Le roman de Thèbes
1793,48537,,45792,FALSE,"Paris, Bibliothèque nationale de France, français 784",Thebes,,,roman de Thebes,verse,C,C,,Paris,Bibliothèque nationale de France,français,784,,1ra-67ra,2 à 68,https://gallica.bnf.fr/ark:/12148/btv1b9059134m,,,,,,1241-1260,milieu du 13e s. (1230-70 d'après Raynaud de Lage 1969) pour la 1ère partie ; 2e partie du 14e,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45552,https://arlima.net/no/2385,,,,142,Le roman de Thebes
1979,48541,,45760,FALSE,"Paris, Bibliothèque nationale de France, français 15096",Theseus de Cologne,,Theseus de Cologne,Version abrégée en prose,prose,,,,Paris,Bibliothèque nationale de France,français,150096,,1r-79v,5-162,https://gallica.bnf.fr/ark:/12148/btv1b52502912r,,,,,,1401-1500,XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78309,https://arlima.net/no/4464,,,,2058,Theseus de Cologne
1980,701,,45457,FALSE,"Berkeley, University of California, Bancroft Library MS UCB 110",Theseus de Cologne,,Theseus de Cologne,Version en alexandrins,verse,Ph,,,Berkeley,University of California,Bancroft Library,MS UCB 110,,,,http://ds.lib.berkeley.edu/BANCMSUCB110_1,"Ancien ms. Cheltenham, Sir Thomas Phillipps",,France,,,1451-1475,Troisième quart du XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/7265,https://arlima.net/no/6190,Site en construction,,,2058,Theseus de Cologne
1981,701,,45551,FALSE,"London, British Library, Additional 16955",Theseus de Cologne,,Theseus de Cologne,Version en alexandrins,verse,L,,,London,British Library,Additional,16955,,,,NON NUMÉRISÉ,,,,,,1401-1500,XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/29859,https://arlima.net/no/6191,,,,2058,Theseus de Cologne
1982,701,,46086,FALSE,"Paris, Bibliothèque nationale de France, NAF 10060",Theseus de Cologne,,Theseus de Cologne,Version en alexandrins,verse,P,P,,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,10060,,4r-395v,5-410,https://gallica.bnf.fr/ark:/12148/btv1b10085444t,,,,,,1401-1500,XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78517,https://arlima.net/no/5273,,,,2058,Theseus de Cologne
1983,48540,,46042,FALSE,"Paris, Bibliothèque nationale de France, français 1473",Theseus de Cologne,,Theseus de Cologne,Version en prose,prose,,,,Paris,Bibliothèque nationale de France,français,1473,,1-168,3-87,https://gallica.bnf.fr/ark:/12148/btv1b90094860,,,,,,1501-1600,XVIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78516,https://arlima.net/no/4512,,,,2058,Theseus de Cologne
2148,48381,,,FALSE,"Oxford, Bodleian Library, Broxbourne 28.17",Tristan,Béroul,Tristan,Tristan,verse,,,fragment,Oxford,Bodleian Library,Broxbourne,28.17,,,,,fragm. of 30 verses on the fly-leaves,,,,,1201-1300,13e siècle,Arlima,,https://arlima.net/no/11896,,,,,
2031,48381,,45726,FALSE,"Paris, Bibliothèque nationale de France, français 2171",Tristan,Béroul,Tristan,Tristan,verse,,,mutilated,Paris,Bibliothèque nationale de France,français,2171,,1ra-32vb,3-36,https://gallica.bnf.fr/ark:/12148/btv1b9058945v,"Béroul, Tristan",,,,,1251-1300,Seconde moitié du 13e siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45672,https://arlima.net/no/2879,,,,328,Tristan
2006,48390,,45276,FALSE,"Cambridge, University Library, Additional 2751/3",Tristan,Thomas,Tristan,Tristan,,C,,fragment,Cambridge,University Library,Additional,2751/3,,,,,,agn.,anglo-normand,,,1281-1300,fin du 13e,"Arlima, Jonas",http://jonas.irht.cnrs.fr/manuscrit/81167,https://arlima.net/no/8016,,,,,
2007,48390,,,FALSE,"Carlisle, Cumbria Record Office, DCHA/11/2",Tristan,Thomas,Tristan,Tristan,,Car,,fragment,Carlisle,Cumbria Record Office,,DCHA/11/2,,,,,,,,,,1267-1300,3e tiers du 13e,Jonas, http://jonas.irht.cnrs.fr/manuscrit/73300,,,,,,
2147,48390,,45353,FALSE,"Oxford, Bodleian Library, Douce d.6",Tristan,Thomas,Tristan,Tristan,verse,,D,fragment,Oxford,Bodleian Library,Douce,d 6,,1r - 12va ,2-25,https://digital.bodleian.ox.ac.uk/objects/ed3b2d6e-28ec-49c1-a369-f3087b52e909/,,agn.,anglo-normand,,,1261-1270,Peu après le milieu du XIIIe siècle (Jonas); Année 1320 (Arlima),Jonas,http://jonas.irht.cnrs.fr/manuscrit/40282,https://arlima.net/no/11888,,,,328,Tristan
2030,48390,,45354,FALSE,"Oxford, Bodleian Library, french d. 16",Tristan,Thomas,Tristan,Tristan,,Sn,,fragment,Oxford,Bodleian Library,French,d. 16,,,,,,,,,,1201-1220,début 13e,DEAF,,,,,,,
2036,48390,,45633,FALSE,"Torino, Accademia delle scienze, mazzo 813, fascicolo 43",Tristan,Thomas,Tristan,Tristan,,T,,fragment,Torino,Accademia delle scienze,,"mazzo 813, fascicolo 43",,,,,,agn.,anglo-normand,Jonas,,1201-1250,1re m. 13e,DEAF,https://jonas.irht.cnrs.fr/manuscrit/74141,,,,,,
1984,48394,,45353,FALSE,"Oxford, Bodleian Library, Douce d.6",Tristan,,Tristan,La folie Tristan d'Oxford,verse,Fd,Fd,,Oxford,Bodleian Library,Douce,d 6,,12vb-19ra,25-38,https://digital.bodleian.ox.ac.uk/objects/ed3b2d6e-28ec-49c1-a369-f3087b52e909/,,agn.,anglo-normand,,,1261-1270,Peu après le milieu du XIIIe siècle (Jonas); Année 1320 (Arlima),Jonas,http://jonas.irht.cnrs.fr/manuscrit/40282,https://arlima.net/no/11888,,,,328,Tristan
1985,48392,,45614,FALSE,"Bern, Burgerbibliothek, 354",Tristan,,Tristan,La folie Tristan de Berne,verse,Fb,Fb,,Bern,Burgerbibliothek,,354,,151rb-156rb,151r-156r,https://www.e-codices.unifr.ch/fr/list/one/bbb/0354,,,,,,1281-1300,Fin du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/8202,https://arlima.net/no/631,,,,328,Tristan
1986,48392,,46484,FALSE,"Cambridge, Fitzwilliam Museum, 302",Tristan,,Tristan,La folie Tristan de Berne,verse,C (Bédier),C (Bédier),fragment,Cambridge,Fitzwilliam Museum,,302,,100rb,,NON NUMÉRISÉ,Fragment,,,,,1251-1300,Deuxième moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75439,,,,,328,Tristan
1987,,,45194,FALSE,"Cologny (Genève), Fondation Martin Bodmer, 82",Tristan,,Tristan,Le donnei des amanz,verse,,,,Cologny (Genève),Fondation Martin Bodmer,,82,,17ra-24vb,17r-24v,https://www.e-codices.unifr.ch/fr/list/one/fmb/cb-0082,,,Angleterre,,,1281-1320,Fin du XIIIe siècle ou début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/17511,https://arlima.net/no/2358,,,,328,Tristan
,,,,,"BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 13 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 8 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 12 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 15a BOLOGNA, Archivio Generale Arcivescovile, fonds principal Queste del saint Graal, cote à préciser Imola, Biblioteca Comunale, fonds principal Fragment sans cote (Graal) BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 1 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 2 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 14 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 16a BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 16b BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 17a BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 17b BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 18 BOLOGNA, Archivio di Stato, fonds principal Busta I, n. 5 ",Tristan,,Tristan,Tristan,prose,,,fragment,Bologna,Archivio di Stato,,,,,,,,,,,,1301-1350,"1ère moitié du 14e s. (Longobardi, 2001)",Jonas,http://jonas.irht.cnrs.fr/manuscrit/80408,,,,,,
2003,,,46120,FALSE,"Bologna, Biblioteca comunale dell'Archiginnasio, Casini Cart. XVIII",Tristan,,Tristan,Tristan,prose,,,fragment,Bologna,Biblioteca comunale dell'Archiginnasio,Casini,Cart. XVIII,,,,,,,,,,1281-1320,fin du 13e ou début du 14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/81959,,,,,,
2004,,,45145,FALSE,"Brescia, Biblioteca civica Queriniana, Inc. A VI 7",Tristan,,Tristan,Tristan,prose,,,fragment,Brescia,Biblioteca civica Queriniana,,Inc. A VI 7,,,,,,,,,,1351-1400,2e moitié du 14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/81367,,,,,,
1016,,,45513,FALSE,"Bruxelles, Bibliothèque royale, IV 00621 (3)",Tristan,,Tristan,Tristan,prose,,,fragment,Bruxelles,Bibliothèque royale,,IV 00621 (3),,,,,,,,,,1301-1350,1re moitié du 14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/79244,,,,,,
2005,,,45248,FALSE,"Cambridge (mass.), Harvard University Library, 428",Tristan,,Tristan,Tristan,prose,,,,Cambridge (mass.),Harvard University Library,,428,,,,,,,,,,1201-1300,13e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/80058,,,,,,
2008,,,45250,FALSE,"Chalons-en-champagne, Archives départementales de la Marne, 3.J.141",Tristan,,Tristan,Tristan,prose,,,fragment,Chalons-en-champagne,Archives départementales de la Marne,,3.J.141,,?,,NON NUMÉRISÉ,"Le texte semble correspondre aux alinéas 448 et suivants de l’analyse donnée par E. Loseth, Le roman en prose de Tristan, le roman de Palamède et la compilation de Rusticien de Pise. Analyse critique d’après les manuscrits de Paris, Paris, 1891",,,,,1301-1400,XIVe siècle,Jonas,: http://jonas.irht.cnrs.fr/manuscrit/82311,,,,,329,Tristan en prose
2009,,,45847,FALSE,"Città del Vaticano, BAV, Barb. Lat. 3536",Tristan,,Tristan,Tristan,prose,,,,Città del Vaticano,Biblioteca Apostolica Vaticana,Barb. Lat.,3536,,,,https://digi.vatlib.it/iiif/MSS_Barb.lat.3536/manifest.json,"Jonas writes: ""Assemblage à date médiévale de trois copies distinctes du Tristan en Prose (cf. Zanni, 2008) ; ancien XLIII, 82."". It could be then considered as three distinct witnesses…",,scribes italiens,Jonas,,1281-1320,fin 13e-début 14e,Jonas,https://jonas.irht.cnrs.fr/manuscrit/74590,,,,,,
2010,,,45858,FALSE,"Città del Vaticano, BAV, Barb. Lat. 3953",Tristan,,Tristan,Tristan,prose,,,,Città del Vaticano,Biblioteca Apostolica Vaticana,Barb. Lat.,3953,,,,https://digi.vatlib.it/iiif/MSS_Barb.lat.3953/manifest.json,,,,,,1301-1400,14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/64893,,,,,,
2011,,,46124,FALSE,"Città del Vaticano, BAV, Vaticani latini 13501",Tristan,,Tristan,Tristan,prose,,,fragment,Città del Vaticano,Biblioteca Apostolica Vaticana,Vaticani latini,13501,,,,https://digi.vatlib.it/iiif/MSS_Vat.lat.13501/manifest.json,,,,,,1281-1300,fin du 13e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/67938,,,,,,
2012,,,46091,FALSE,"Città del Vaticano, BAV, Vaticani latini 14740",Tristan,,Tristan,Tristan,prose,,,fragment,Città del Vaticano,Biblioteca Apostolica Vaticana,Vaticani latini,14740,,,,https://digi.vatlib.it/iiif/MSS_Vat.lat.14740/manifest.json,,,,,,,,,https://jonas.irht.cnrs.fr/manuscrit/75526,,,,,,
2013,,,45193,FALSE,"Cologny (Genève), Fondation Martin Bodmer, 164",Tristan,,Tristan,Tristan,prose,,,,Cologny (Genève),Fondation Martin Bodmer,,164,,1ra-655vb,1r-655v,https://www.e-codices.ch/en/list/one/fmb/cb-0164,,,,,,1316,début du 14e s. (1316 pour le Tristan),Jonas,http://jonas.irht.cnrs.fr/manuscrit/17549,,,,,,Tristan en prose
2014,,,46136,FALSE,"Edinburgh, National Library of Scotland, Advocates Library 19.1.03",Tristan,,Tristan,Tristan,prose,,,,Edinburgh,National Library of Scotland,Advocates Library,19.1.03,,,,,,,,,,1281-1300,Fin du 13e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/19813,,,,,,
2015,,,,FALSE,"Firenze, Biblioteca Medicea Laurenziana, Ashburnham 50 (Libri 123-55)",Tristan,,Tristan,Tristan,prose,,,,Firenze,Biblioteca Medicea Laurenziana,Ashburnham,50 (Libri 123-55),,,,,,,,,,1281-1300,"fin 13e s. (Cigni, 2006)",Jonas,https://jonas.irht.cnrs.fr/manuscrit/20836?contenu_tri=feuillets#temoins,,,,,,
2016,,,,FALSE,"Firenze, Biblioteca nazionale centrale, Panciatichi 33",Tristan,,Tristan,Tristan,prose,,,,Firenze,Biblioteca nazionale centrale,Panciatichi,33,,,,,,,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78747,,,,,,
2017,,,45154,FALSE,"Firenze, Biblioteca Riccardiana e Moreniana, 866",Tristan,,Tristan,Tristan,prose,,,,Firenze,Biblioteca Riccardiana e Moreniana,,866,,,,,,,,,,1281-1300,fin 13e,Jonas,https://jonas.irht.cnrs.fr/manuscrit/74774,,,,,,
2095,,,46132,FALSE,"Grenoble, Bibliothèque municipale, 4148",Tristan,,Tristan,Tristan,prose,,,fragment,Grenoble,Bibliothèque municipale,,866 (4148),,?,,NON NUMÉRISÉ,,,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/22778,,,,,329,Tristan en prose
2018,,,45630,FALSE,"Innsbruck, Universitätsbibliothek, framm. B4",Tristan,,Tristan,Tristan,prose,,,,Innsbruck,Universitätsbibliothek,,framm. B4,,,,,,,,,,1281-1400,fin 13e s.-14e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/81962,,,,,,
2019,,,45449,FALSE,"Jerusalem, Bibliothèque nationale et universitaire, var. 312",Tristan,,Tristan,Tristan,prose,,,,Jerusalem,Bibliothèque nationale et universitaire,,var. 312,,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003417722,,,,,,1281-1300,fin du 13e,Jonas,https://jonas.irht.cnrs.fr/manuscrit/81957,,,,,,
2020,,,45414,FALSE,"Kobenhavn, Universitetsbiblioteket, AM 078 8°",Tristan,,Tristan,Tristan,prose,,,,Kobenhavn,Universitetsbiblioteket,,AM 078 8°,,,,,,,,,,1301-1500,14e-15e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78942,,,,,,
2021,,,45567,FALSE,"London, British Library, Additional 23929",Tristan,,Tristan,Tristan,prose,,,,London,British Library,Additional,23929,,,,,,,,,,1381-1420,"fin 14e, déb. 15e s.",Jonas,https://jonas.irht.cnrs.fr/manuscrit/75566,,,,,,
2022,,,45552,FALSE,"London, British Library, Additional 5474",Tristan,,Tristan,Tristan,prose,,,,London,British Library,Additional,5474,,,,,,,,,,1276-1300,dernier quart du 13e s. (Catalogue BL),Jonas,http://jonas.irht.cnrs.fr/manuscrit/79248,,,,,,
2023,,,45605,FALSE,"London, British Library, Royal 20.D.II",Tristan,,Tristan,Tristan,prose,,,,London,British Library,Royal,20.D.II,,,,,,,,,,1301-1320,Début XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75528,,,,,,
2024,,,45483,FALSE,"Malibu, Fondation J.P. Getty, Ludwig XV,5",Tristan,,Tristan,Tristan,prose,,,,Malibu,Fondation J.P. Getty,Ludwig,"XV,5",,,,https://media.getty.edu/iiif/manifest/12463c43-ed87-43c0-8769-6984c3f83a30,,,,,,1326-1350,2e quart 14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/75459,,,,,,
2025,,,45181,FALSE,"Milano, Biblioteca nazionale Braidense, AC.X.10",Tristan,,Tristan,Tristan,prose,,,,Milano,Biblioteca nazionale Braidense,,AC.X.10,,,,,,,,,,1301-1400,14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/74609,,,,,,
2026,,,45285,FALSE,"Modena, Biblioteca Estense e universitaria, etr. 040 olim AL.F.03.15",Tristan,,Tristan,Tristan,prose,,,,Modena,Biblioteca Estense e universitaria,,etr. 040 olim AL.F.03.15,,,,,,,Italie,Jonas,,1281-1400,fin du 13e-14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/78744,,,,,,
2027,,,45288,FALSE,"Modena, Biblioteca Estense e universitaria, etr. 059 olim AL.T.03.11",Tristan,,Tristan,Tristan,prose,,,,Modena,Biblioteca Estense e universitaria,,etr. 059 olim AL.T.03.11,,,,,,,Gênes,Jonas,,1296-1305,vers 1300,Jonas,https://jonas.irht.cnrs.fr/manuscrit/79542,,,,,,
